split_label,sample_type,strategy_name,schedule_name,cost_scenario_name,total_return,annual_return,max_drawdown,profit_factor,trade_count,average_R,win_rate,sharpe,sortino,calmar
2024_test,test,v8_e_strong_1_25_weak_0_75__stress_cost_1_5x,v8_e_strong_1_25_weak_0_75,stress_cost_1_5x,0.010790024679556032,0.010797454863541223,-0.0012046604174119624,5.546704216932803,7,0.22817417485845023,0.42857142857142855,0.42776563872702017,0.19499367290286804,8.96306934923452
2024_test,test,v8_f_strong_1_5_weak_0_75__stress_cost_1_5x,v8_f_strong_1_5_weak_0_75,stress_cost_1_5x,0.013193291528142082,0.01320238742017632,-0.0014332186034090588,6.067245868745066,7,0.22817417485845023,0.42857142857142855,0.4363662742003586,0.20786595309843015,9.211705310531887
2024_test,test,v8_a_flat_1_0__stress_cost_2_0x,v8_a_flat_1_0,stress_cost_2_0x,0.007543825070556176,0.007549011528038774,-0.0016866954683346647,3.672178152014834,7,0.21568834928134684,0.2857142857142857,0.374807434751301,0.12712704007724993,4.475622108294502
2024_test,test,v8_b_strong_1_0_weak_0_5__stress_cost_2_0x,v8_b_strong_1_0_weak_0_5,stress_cost_2_0x,0.008476765842519995,0.008482596402205722,-0.0010445160789236407,5.476957289898606,7,0.21568834928134684,0.2857142857142857,0.42547640390574215,0.19532130114326857,8.121077859277111
2024_test,test,v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,0.010830663423518905,0.010838121741755025,-0.0012853421518480568,6.071427520992543,7,0.21568834928134684,0.2857142857142857,0.4353593111290478,0.20638255706974037,8.432090806461176
2024_test,test,v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,0.01318597943677502,0.013195070254856667,-0.0015261682247723618,6.545391812768758,7,0.21568834928134684,0.2857142857142857,0.44188911613561166,0.21192571845992433,8.645881915687767
2024_test,test,v8_e_strong_1_25_weak_0_75__stress_cost_2_0x,v8_e_strong_1_25_weak_0_75,stress_cost_2_0x,0.010363058979895756,0.010370193642719183,-0.0013258991467004488,4.983973203250431,7,0.21568834928134684,0.2857142857142857,0.4154964183419394,0.18204866743165593,7.821253726971475
2024_test,test,v8_f_strong_1_5_weak_0_75__stress_cost_2_0x,v8_f_strong_1_5_weak_0_75,stress_cost_2_0x,0.012717285437528147,0.012726051098396862,-0.0015667154398727456,5.471513596032647,7,0.21568834928134684,0.2857142857142857,0.4254764039057406,0.19532130114326512,8.12275846303686
2024_test,train,v8_a_flat_1_0__base_cost,v8_a_flat_1_0,base_cost,0.00418765777530683,0.0010346462027732706,-0.007798338629792845,1.1931422207513387,23,0.03728637308349161,0.34782608695652173,0.058822959324105535,0.009132591279309737,0.13267520838611685
2024_test,train,v8_b_strong_1_0_weak_0_5__base_cost,v8_b_strong_1_0_weak_0_5,base_cost,0.0034298785593087633,0.0008476623358522062,-0.005536203959871977,1.2160333785911668,23,0.03728637308349161,0.34782608695652173,0.06016280998619976,0.009707398598733919,0.15311255546152389
