编号,币种,策略,方向,本波第几次,开仓时间,开仓价,平仓时间,平仓价,成交数量,名义仓位,风险金额,手续费,滑点成本,盈亏,累计利润,收益率,R倍数,平仓原因,资金占用前权益,平仓后权益,费率口径
2456,SOL,SOL 动态委托做多 最佳参数,多头,2,2022-03-20 19:00:00,90.55,2022-03-20 19:00:00,90.06,95.23,8623.08,99.99,4.82,2.86,-51.48,17761.66,-0.19,-0.5148,止损,27813.19,27761.71,开仓 Maker / 平仓 Taker
2451,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-19 10:00:00,0.11896,2022-03-20 20:00:00,0.11995,104166.66,12391.67,100.0,4.74,4.17,98.39,17860.05,0.35,0.9839,1R,27813.49,27860.1,开仓 Maker / 平仓 Taker
2454,ETH,ETH 动态委托做多 最佳参数,多头,1,2022-03-20 17:00:00,2901.45,2022-03-20 20:00:00,2870.16,3.28,9516.76,99.78,3.59,2.85,-106.22,17753.83,-0.38,-1.0646,止损,27813.19,27753.88,开仓 Maker / 平仓 Taker
2453,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-20 17:00:00,0.1212,2022-03-21 17:00:00,0.12076,42553.19,5157.45,100.0,3.71,3.4,15.02,17768.85,0.05,0.1502,斜率转正平仓,27813.19,27768.9,双边 Taker
2455,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-20 18:00:00,90.53,2022-03-21 17:00:00,90.95,45.87,4152.61,100.0,3.0,2.75,-22.26,17746.59,-0.08,-0.2226,斜率转正平仓,27813.19,27746.63,双边 Taker
2457,BTC,BTC 均线斜率做空 最佳参数,空头,0,2022-03-21 10:00:00,40784.5,2022-03-21 18:00:00,41448.7,0.15,6117.68,95.91,4.44,3.72,-104.07,17642.52,-0.37,-1.0851,止损,27753.88,27642.56,双边 Taker
2458,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-21 14:00:00,0.12,2022-03-21 22:00:00,0.11873,81300.81,9756.1,100.0,3.68,3.25,-106.93,17535.59,-0.39,-1.0693,止损,27753.88,27535.63,开仓 Maker / 平仓 Taker
2459,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-22 02:00:00,87.88,2022-03-22 03:00:00,88.77,43.85,3853.54,99.98,2.79,2.63,-41.82,17493.77,-0.15,-0.4182,斜率转正平仓,27535.63,27493.82,双边 Taker
2461,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-22 14:00:00,0.12195,2022-03-23 07:00:00,0.12198,82644.62,10078.51,100.0,3.83,3.31,-1.35,17492.42,-0.0,-0.0135,保本,27493.82,27492.47,开仓 Maker / 平仓 Taker
2462,SOL,SOL 动态委托做多 最佳参数,多头,1,2022-03-22 14:00:00,89.96,2022-03-23 09:00:00,89.99,93.45,8406.76,99.99,3.2,2.8,-0.39,17492.03,-0.0,-0.0039,保本,27493.82,27492.07,开仓 Maker / 平仓 Taker
2463,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-23 08:00:00,90.52,2022-03-23 10:00:00,90.83,46.29,4190.17,99.99,3.02,2.78,-17.37,17474.66,-0.06,-0.1737,斜率转正平仓,27492.47,27474.7,双边 Taker
2464,SOL,SOL 动态委托做多 最佳参数,多头,2,2022-03-23 11:00:00,90.78,2022-03-23 11:00:00,90.1,90.9,8251.9,99.99,4.6,2.73,-66.42,17408.24,-0.24,-0.6642,止损,27474.7,27408.29,开仓 Maker / 平仓 Taker
2465,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-23 13:00:00,0.12181,2022-03-23 22:00:00,0.12339,44444.44,5413.78,100.0,3.92,3.56,-74.15,17334.09,-0.27,-0.7415,斜率转正平仓,27408.29,27334.14,双边 Taker
2467,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-23 17:00:00,90.97,2022-03-23 22:00:00,93.05,49.5,4503.02,99.99,3.28,2.97,-106.24,17227.85,-0.39,-1.0625,止损,27408.29,27227.9,双边 Taker
2468,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-23 21:00:00,0.12235,2022-03-24 09:00:00,0.13365,106382.97,13015.96,100.0,5.28,5.32,1196.84,18424.69,4.37,11.9685,12R,27408.29,28424.75,开仓 Maker / 平仓 Taker
2469,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2022-03-24 15:00:00,0.1353,2022-03-24 20:00:00,0.13533,39062.5,5285.16,100.0,2.01,1.95,-0.84,18423.85,-0.0,-0.0084,保本,28424.75,28423.91,开仓 Maker / 平仓 Taker
2466,SOL,SOL 动态委托做多 最佳参数,多头,1,2022-03-23 14:00:00,90.81,2022-03-25 01:00:00,101.37,96.15,8731.38,100.0,5.17,3.85,1010.17,19434.02,3.69,10.1021,10R,27408.29,29434.08,开仓 Maker / 平仓 Taker
2471,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-25 08:00:00,0.13467,2022-03-25 09:00:00,0.13696,21739.13,2927.61,100.0,2.13,2.17,-51.91,19382.11,-0.18,-0.5191,斜率转正平仓,29434.08,29382.17,双边 Taker
2470,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-24 23:00:00,0.13629,2022-03-25 16:00:00,0.13316,32362.45,4410.68,100.0,1.65,1.29,-102.94,19279.17,-0.36,-1.0294,止损,28423.91,29279.23,开仓 Maker / 平仓 Taker
2473,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-25 13:00:00,0.13566,2022-03-25 17:00:00,0.13504,23752.96,3222.33,100.0,2.31,2.38,12.41,19291.58,0.04,0.1241,斜率转正平仓,29382.17,29291.64,双边 Taker
2472,SOL,SOL 动态委托做多 最佳参数,多头,2,2022-03-25 08:00:00,101.26,2022-03-25 23:00:00,99.67,64.1,6490.77,100.0,2.44,1.92,-104.36,19187.22,-0.35,-1.0436,止损,29434.08,29187.28,开仓 Maker / 平仓 Taker
2474,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-25 22:00:00,0.13582,2022-03-25 23:00:00,0.13389,53191.48,7224.47,100.0,2.72,2.66,-105.38,19081.84,-0.36,-1.0538,止损,29291.64,29081.91,开仓 Maker / 平仓 Taker
2476,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-25 23:00:00,100.25,2022-03-26 19:00:00,100.45,30.67,3074.67,99.98,2.22,2.45,-8.35,19073.49,-0.03,-0.0835,斜率转正平仓,29081.91,29073.56,双边 Taker
2475,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-25 23:00:00,0.13225,2022-03-26 20:00:00,0.13248,23752.96,3141.33,100.0,2.26,1.9,-7.73,19065.76,-0.03,-0.0773,斜率转正平仓,29081.91,29065.83,双边 Taker
2478,SOL,SOL 动态委托做多 最佳参数,多头,1,2022-03-26 18:00:00,100.11,2022-03-27 21:00:00,98.79,77.51,7759.53,99.99,2.92,2.33,-105.23,18960.53,-0.36,-1.0525,止损,29081.91,28960.6,开仓 Maker / 平仓 Taker
2479,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-27 20:00:00,99.21,2022-03-27 23:00:00,101.31,49.26,4887.08,100.0,3.56,3.45,-107.0,18853.53,-0.37,-1.07,止损,29065.83,28853.6,双边 Taker
2477,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-26 16:00:00,0.13243,2022-03-28 22:00:00,0.15149,57803.46,7654.91,100.0,3.22,2.89,1098.52,19952.05,3.78,10.9852,11R,29081.91,29952.11,开仓 Maker / 平仓 Taker
2480,SOL,SOL 动态委托做多 最佳参数,多头,1,2022-03-28 01:00:00,101.09,2022-03-28 23:00:00,112.66,95.23,9626.8,99.99,3.97,3.81,1097.84,21049.89,3.8,10.9794,11R,28853.6,31049.96,开仓 Maker / 平仓 Taker
2460,ETH,ETH 动态委托做多 最佳参数,多头,1,2022-03-22 07:00:00,2895.31,2022-03-29 00:00:00,3343.96,2.45,7093.51,99.79,3.0,2.47,1096.19,22146.08,3.99,10.9851,11R,27493.82,32146.15,开仓 Maker / 平仓 Taker
2481,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2022-03-29 00:00:00,0.14944,2022-03-29 05:00:00,0.14755,37735.84,5639.24,100.0,3.14,1.89,-74.46,22071.62,-0.23,-0.7446,止损,32146.15,32071.69,开仓 Maker / 平仓 Taker
2482,SOL,SOL 动态委托做多 最佳参数,多头,2,2022-03-29 01:00:00,109.8,2022-03-29 07:00:00,107.67,47.84,5252.83,99.99,1.97,1.91,-103.87,21967.75,-0.32,-1.0388,止损,32146.15,31967.82,开仓 Maker / 平仓 Taker
2484,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-29 09:00:00,109.63,2022-03-29 10:00:00,109.2,22.07,2419.53,99.98,1.74,1.77,7.75,21975.5,0.02,0.0775,斜率转正平仓,31967.82,31975.57,双边 Taker
2485,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-29 18:00:00,111.39,2022-03-29 19:00:00,113.46,25.25,2812.6,99.99,2.04,2.02,-54.31,21921.19,-0.17,-0.5432,斜率转正平仓,31975.57,31921.26,双边 Taker
2483,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-29 07:00:00,0.14237,2022-03-29 20:00:00,0.14861,16286.64,2318.73,100.0,1.71,1.63,-103.33,21817.86,-0.32,-1.0333,止损,31967.82,31817.93,双边 Taker
2486,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-29 21:00:00,0.14679,2022-03-29 23:00:00,0.1447,49019.6,7195.59,100.0,2.71,2.45,-105.16,21712.7,-0.33,-1.0516,止损,31817.93,31712.77,开仓 Maker / 平仓 Taker
2488,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-30 00:00:00,110.89,2022-03-30 01:00:00,110.42,23.14,2565.99,99.96,1.84,1.85,9.03,21721.73,0.03,0.0904,斜率转正平仓,31712.77,31721.8,双边 Taker
2487,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-29 21:00:00,0.14624,2022-03-30 04:00:00,0.14458,22522.52,3293.69,100.0,2.36,2.25,35.03,21756.76,0.11,0.3503,斜率转正平仓,31817.93,31756.83,双边 Taker
2490,ETH,ETH 动态委托做多 最佳参数,多头,2,2022-03-30 06:00:00,3348.64,2022-03-30 09:00:00,3349.51,1.79,5994.07,99.9,2.28,1.81,-0.72,21756.04,-0.0,-0.0072,保本,31756.83,31756.11,开仓 Maker / 平仓 Taker
2491,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-30 08:00:00,109.47,2022-03-30 10:00:00,110.07,21.78,2384.26,99.97,1.72,1.74,-14.79,21741.25,-0.05,-0.1479,斜率转正平仓,31756.83,31741.32,双边 Taker
2493,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-03-30 15:00:00,112.26,2022-03-30 19:00:00,112.24,23.64,2653.83,100.0,1.91,1.89,-1.44,21739.81,-0.0,-0.0144,斜率转正平仓,31741.32,31739.88,双边 Taker
2489,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-30 05:00:00,0.14284,2022-03-30 20:00:00,0.14372,21691.97,3098.48,100.0,2.24,2.17,-21.33,21718.48,-0.07,-0.2133,斜率转正平仓,31756.83,31718.56,双边 Taker
2494,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-30 19:00:00,0.14348,2022-03-30 21:00:00,0.1413,46948.35,6736.15,100.0,2.53,2.35,-104.88,21613.6,-0.33,-1.0488,止损,31739.88,31613.68,开仓 Maker / 平仓 Taker
2495,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-30 21:00:00,0.14116,2022-03-31 02:00:00,0.14297,22075.05,3116.11,100.0,2.26,2.21,-42.21,21571.39,-0.13,-0.4221,斜率转正平仓,31613.68,31571.46,双边 Taker
2497,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-03-31 02:00:00,0.14334,2022-03-31 21:00:00,0.14338,45871.55,6575.23,100.0,2.5,2.29,-0.66,21570.73,-0.0,-0.0066,保本,31571.46,31570.8,开仓 Maker / 平仓 Taker
2496,ETH,ETH 动态委托做多 最佳参数,多头,3,2022-03-30 21:00:00,3366.5,2022-03-31 22:00:00,3367.37,2.16,7271.64,99.94,2.76,2.2,-0.88,21569.85,-0.0,-0.0089,保本,31613.68,31569.92,开仓 Maker / 平仓 Taker
2492,SOL,SOL 动态委托做多 最佳参数,多头,1,2022-03-30 11:00:00,110.02,2022-04-01 10:00:00,117.98,42.01,4621.94,99.98,2.68,1.68,331.72,21901.57,1.05,3.3177,3R,31741.32,31901.63,开仓 Maker / 平仓 Taker
2501,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-04-01 10:00:00,118.71,2022-04-01 15:00:00,124.76,16.75,1988.39,100.0,1.47,1.34,-102.81,21798.76,-0.32,-1.0281,止损,31901.63,31798.83,双边 Taker
2503,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-04-01 16:00:00,125.18,2022-04-01 20:00:00,125.68,16.92,2118.05,100.0,1.53,1.35,-9.99,21788.77,-0.03,-0.0999,斜率转正平仓,31798.83,31788.84,双边 Taker
2500,ETH,ETH 均线斜率做空 最佳参数,空头,0,2022-04-01 03:00:00,3282.51,2022-04-01 21:00:00,3358.52,1.35,4431.39,99.91,3.23,2.7,-105.84,21682.93,-0.34,-1.0593,止损,31569.92,31683.0,双边 Taker
2498,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2022-03-31 22:00:00,0.14186,2022-04-01 22:00:00,0.13935,22727.27,3224.09,100.0,2.3,2.27,54.74,21737.67,0.17,0.5474,斜率转正平仓,31569.92,31737.74,双边 Taker
2499,BTC,BTC 均线斜率做空 最佳参数,空头,0,2022-03-31 23:00:00,46445.0,2022-04-01 22:00:00,46140.8,0.14,6502.3,94.25,4.67,3.91,37.92,21775.59,0.12,0.4024,斜率转正平仓,31569.92,31775.66,双边 Taker
2504,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2022-04-02 04:00:00,0.14029,2022-04-02 23:00:00,0.14032,58479.53,8204.09,100.0,3.12,2.92,-1.36,21774.23,-0.0,-0.0136,保本,31775.66,31774.3,开仓 Maker / 平仓 Taker
2507,SOL,SOL 均线斜率做空 最佳参数,空头,0,2022-04-03 02:00:00,134.94,2022-04-03 03:00:00,135.88,18.28,2466.7,99.99,1.78,1.83,-18.97,21755.26,-0.06,-0.1897,斜率转正平仓,31774.3,31755.34,双边 Taker
2506,ETH,ETH 动态委托做多 最佳参数,多头,1,2022-04-03 02:00:00,3422.34,2022-04-03 09:00:00,3423.23,1.98,6776.23,99.81,2.58,2.04,-0.81,21754.45,-0.0,-0.0081,保本,31774.3,31754.52,开仓 Maker / 平仓 Taker
